word,part_of_speech,translate
devil,n.,"魔鬼,惡魔"
stone,v.,用石頭鋪;用磨刀石磨
chemical,adj.,化學的
fork,v.,"分歧,分叉"
peck,v.,琢;輕吻
company,n.,公司
domestic,adj.,國內的
story,n.,故事;樓層
wail,v.,(警笛等)尖嘯;哀訴;慟哭
follow,v.,跟隨;遵循
individual,adj.,個別的
issue,n.,問題;爭論;發行(物)
purify,v.,使純淨;淨化
dart,v.,投射;投擲(標槍等);狂奔
implement,v.,執行;實施;履行
dam,n.,水壩
wherever,conj.,無論在哪裡
worse,adj.,"更壞的,更差的"
format,n.,形式;版式
braid,n.,穗帶;髮辮
retreat,v.,"撤退,退卻"
size,v.,估算;按一定尺寸製作
appoint,v.,"任命,指派"
chore,n.,家庭雜務
whether,conj.,是否
resolution,n.,決定;決心;解決
lump,n.,團;塊;小方塊;腫塊
mixture,n.,"混合,混和"
administer,v.,執行;管理;給予
rivalry,n.,(競爭或對抗)行為
muddy,adj.,多爛泥的;泥濘的
soar,v.,往上飛舞;暴漲;翱翔
network,n.,電腦網絡;電視網
after,adv.,"以後,之後;在後面,隨後"
circle,n.,圓圈;集團
slaughter,v.,屠宰;屠殺
carrot,n.,胡蘿蔔
gut,n.,內臟;勇氣;腸子
maybe,adv.,也許;可能
grandchild,n.,外孫;外孫女;孫女;孫子
sculptor,n.,雕刻家
rhyme,n.,"韻,韻腳"
merchandise,n.,商品;貨物
biography,n.,傳記
breast,n.,乳房
courtesy,n.,禮貌
tenant,n.,佃農;房客;租戶
show,v.,表演;顯示
contentment,n.,滿意;知足
flick,n.,(手指的)輕彈;(鞭子的)輕打
director,n.,主任;導演;局長;董事
mature,adj.,到期的;成熟的
charitable,adj.,寬容的;慈善的
attention,n.,專心;注意
tone,n.,"色調;音色,音調"
outstanding,adj.,傑出的;未償付的
nuisance,n.,討厭的人(或事物);騷擾行為
mash,v.,壓碎;把...搗成糊狀
accusation,n.,指控;指責
stage,n.,(進展的)階段;舞臺
vow,n.,誓約;誓言
cigar,n.,雪茄煙
investigate,v.,"調查,研究"
beckon,v.,(招手或點頭)示意;召喚
dynamite,v.,炸毀;用炸藥爆破
fax,n.,傳真通信
worse,adv.,"更壞,更糟,更厲害地"
oblige,v.,使不得不;施恩於;迫使
poem,n.,詩
still,adv.,仍然
pulse,n.,有節奏的跳動;脈搏;跳動
section,v.,將...切片;把...分成段(或組等)
outrage,v.,施暴行;激怒;激起義憤
humidity,n.,"濕氣,濕度"
backbone,n.,支柱;脊柱;骨幹
convince,v.,使信服;說服
reform,n.,"改革,改良"
telegraph,n.,"電報,電信"
rifle,n.,"步槍,來福槍"
prior,n.,修道院院長或副院長
dead,adj.,死的
compass,n.,圓規;指南針;羅盤
ball,n.,球
license,n.,"許可,特許"
transplant,v.,移植;移種
cite,v.,引用;舉出;表揚
embark,v.,上船(或飛機等);從事
candle,n.,蠟燭
both,adv.,並;兩者皆;又
folklore,n.,民間傳說
sink,n.,洗物槽
search,n.,"探索,調查;搜查,搜尋;檢查"
federation,n.,聯盟;聯邦制度;聯邦政府
hang,v.,吊;把…掛起
weary,adj.,厭倦的;疲倦的
dismiss,v.,"不接受;免職;解散;解散,遣散;解雇;開除"
rib,n.,排骨;肋骨
creek,n.,小河;溪
identification,n.,認出;識別
grandson,n.,外孫;孫子
abound,v.,充滿;大量存在;富足
double,v.,加倍
finance,n.,財政;金融
capture,n.,佔領;獲得
bottom,v.,"到達底部;基於,根據;降至最低點"
tropic,n.,回歸線;熱帶
scout,v.,"偵察;偵查;嘲笑,嘲弄;搜索"
elbow,v.,"用肘推,擠進"
general,n.,將軍
interior,n.,內地;內部
uniform,v.,使一律化;使成一樣
cluster,n.,串;簇;群
prey,v.,捕食;掠奪
from,prep.,從
cast,v.,"投,擲;選派...扮演角色"
alter,v.,修改;改變
forever,adv.,永遠
glare,n.,刺眼的強光;強光;怒視;瞪眼
dissolve,v.,(使)溶解;使融化;使解除(婚約等);分解
towel,n.,毛巾
wind,v.,"包,裹;纏繞;蜿蜒;迂迴"
adapt,v.,使適合;使適應
desk,n.,書桌
microwave,v.,用微波爐烹調
indoor,adj.,"室內的,戶內的"
faint,v.,"昏厥,暈倒"
militant,n.,好鬥者;激進分子
type,n.,類型
curriculum,n.,學校的全部課程;課程
alley,n.,"小巷,後街;小徑"
ace,adj.,突出的;第一流的
zinc,n.,鋅
finance,v.,提供...資金;籌措資金
assign,v.,"分配,分派"
peril,n.,(嚴重的)危險;危險的事物
amiable,adj.,和藹可親的
horrify,v.,"使恐懼,使驚懼"
new,adj.,新的
notebook,n.,筆記本
weed,v.,除掉(雜草)
tyranny,n.,專制;暴政;暴虐
attic,n.,閣樓;頂樓
wish,n.,"希望,願望;祝福,祈頌"
essential,adj.,實質的;必要的
freezer,n.,冰箱的冷凍部;冷凍箱
drunk,adj.,"喝醉(酒)的;陶醉的,興奮的"
maid,n.,侍女;女傭;女僕
exhibit,v.,"展示,陳列"
childlike,adj.,天真爛漫的
boycott,v.,聯合抵制
olive,adj.,橄欖的;橄欖色的
perspective,n.,前途;洞察力;看法;視角;觀點;透視圖;遠景
soybean,n.,大豆
instinct,n.,天性;本能;直覺
trample,v.,蔑視;踐踏;踩
hard,adj.,硬的;難的
quiz,n.,小考
fridge,n.,電冰箱
newscast,n.,新聞廣播
van,n.,有蓋小貨車
consistent,adj.,"一致的;始終如一的,前後一致的;首尾一貫的"
defeat,v.,"戰勝,擊敗"
homeland,n.,家鄉;祖國
handle,v.,搬弄;處理
front,v.,向前;在前面;面對
lessen,v.,減輕;變小;變少
sprinkle,v.,"撒;灑,噴淋"
nonviolent,adj.,非暴力的
width,n.,寬度
cream,n.,奶油
plastic,n.,信用卡;塑膠;塑膠製品
repair,n.,修理
sophomore,n.,(大學;高中的)二年級學生
faction,n.,小派系;小集團;派別;派系之爭;黨派
feed,n.,(動物或嬰兒的)一餐;飼料
perception,n.,察覺;感知;認知
deep,adv.,"晚,遲;深深地"
generate,v.,光等);產生;發生(熱;電
crouch,n.,蹲伏(姿勢)
token,n.,代價券;標誌;籌碼;象徵
itch,n.,癢
university,n.,大學
integration,n.,整合;積分
hurdle,v.,克服(困難);跨(欄)
thirteen,n.,十三
toy,n.,玩具
community,n.,社區
fragment,n.,斷片;碎片
per,prep.,"按照;每;經,由"
monthly,adv.,每月;每月一次
understand,v.,了解
knife,v.,"(用刀)切;戮,刺"
tribute,n.,尊崇;敬意;進貢
curry,n.,咖喱
tame,v.,使軟化;馴化;馴服
protection,n.,保護
prehistoric,adj.,史前的;舊式的
dual,adj.,雙倍的;雙的;雙重的
excite,v.,使激動;使興奮
ego,n.,自我;自負
sun,v.,"曬,曝;曬太陽"
tranquil,adj.,安寧的;安靜的;平靜的
spectacular,adj.,壯觀的;壯麗的;引人入勝的;雄偉的
curse,n.,咒語;詛咒
fever,n.,發燒
enthusiasm,n.,"熱心,熱情"
awkward,adj.,尷尬的;笨拙的
behalf,n.,代表
peer,n.,"同輩,同事"
economical,adj.,"經濟的,節約的"
calligraphy,n.,書法;筆跡
yellow,adj.,黃色的
sprint,v.,奮力而跑;衝刺
awhile,adv.,片刻
villa,n.,(城郊)住宅;別墅
bleach,n.,漂白;漂白劑
rival,v.,比得上;與...競爭
cliff,n.,"懸崖,峭壁"
hence,adv.,因此;由此
destination,n.,"目的地,終點"
nomination,n.,任命;提名
ease,n.,"不費力;容易;悠閒,放鬆,緩和;舒適"
deer,n.,鹿
astronomer,n.,天文學家
traffic,v.,"交易,來來往往;在...上通行"
fox,n.,狐狸
deprive,v.,剝奪
emigration,n.,(總稱)移民;移居
weekly,adv.,每週
benefit,n.,利益;好處
arrest,v.,拘留;逮捕
relative,adj.,有關的;相對的
pickpocket,n.,扒手
sensitive,adj.,敏感的;易受傷害的;易受影響的
colonial,adj.,殖民地的;殖民的
drastic,adj.,極端的;激烈的
boredom,n.,厭倦;無聊
melon,n.,"瓜,甜瓜"
besides,adv.,並且
alcohol,n.,酒;酒精
cell,n.,單人牢房;細胞;蜂房的巢室;電池
spontaneous,adj.,自然的;自發的
hound,v.,(用獵狗等)追獵;緊追
hurl,v.,厲聲叫罵;猛力投擲;發射
exception,n.,例外
bleed,v.,流血
kit,n.,成套工具;配套元件
demand,n.,"要求,請求"
structure,v.,建造;構造;組織
accessible,adj.,可(或易)得到的;可(或易)接近的
uncle,n.,叔叔
alcoholic,n.,酒鬼
discard,n.,"拋棄,丟棄"
awaken,v.,喚起;覺醒;醒
merchandise,v.,經營;買賣
whenever,adv.,無論什麼時候
caterpillar,n.,履帶牽引車
cherry,n.,櫻桃
caption,n.,圖片說明;字幕;標題
calm,adj.,寧靜的
gay,adj.,同性戀的
carnival,n.,嘉年華會;流動遊藝團;狂歡節
cassette,n.,卡式磁帶
play,v.,玩
widespread,adj.,分佈(或散佈)廣的
Fahrenheit,n.,華氏溫標
input,n.,輸入
principle,n.,主義;信條;原則;真諦;節操
restrain,v.,克制;抑制;約束
cluster,v.,使成簇(或群);叢生
vomit,v.,使嘔吐;嘔吐
power,v.,快速前進;給...提供動力
tilt,v.,使傾斜;使翹起;偏向
customer,n.,顧客
unlock,v.,開啟;開鎖
tidy,v.,使整潔
visual,adj.,光學的;幻覺的;視力的
mike,n.,擴音器;麥克風
express,adv.,特意地;用快遞;由直達快車
detergent,n.,"洗潔劑,洗衣粉"
dream,v.,做(夢);想像
link,v.,聯繫
structural,adj.,建築上的;建築用的;架構的;結構上的;結構的
transfer,v.,調動;轉換
sister,n.,姊妹
price,v.,給...定價
sink,v.,沉下;陷於
elect,v.,選出
pedal,v.,踩踏板
wharf,v.,靠碼頭
metaphor,n.,象徵;隱喻
by,prep.,經由
belly,n.,肚子;腹部
encounter,n.,"遭遇,衝突"
hermit,n.,隱士
rectangle,n.,長方形
tackle,v.,擒抱並摔倒;著手對付(或處理)
venture,n.,企業;冒險;冒險事業;風險投資
introduce,v.,介紹
puff,n.,(一)吹;(奶油)鬆餅;粉撲
dye,n.,"染料,染色"
fluency,n.,流暢;流暢的說話(或寫作)
lounge,v.,(懶洋洋地)倚靠;閒蕩
exercise,v.,"操練;練習;運用,行使;鍛鍊"
insurance,n.,保險;保險契約
thriller,n.,恐怖小說(或電影等)
scorn,v.,藐視;輕蔑
acid,n.,(化學)酸
stone,n.,石頭
twilight,n.,微明;暮年;朦朧狀態;薄暮
flick,v.,掠過;疾飛
murderer,n.,"謀殺犯,兇手"
treat,v.,對待;治療
imperative,adj.,命令式的;必要的;祈使法的;至關重要的
preface,n.,序言;緒言
extensive,adj.,廣大的;廣泛的;廣闊的
exterior,n.,外景;外表;外部
disconnect,v.,切斷(電話、電源等)
acknowledge,v.,承認
crystal,n.,水晶
muse,n.,冥想;沈思
strip,n.,"條,帶;脫衣舞"
lame,v.,使...變得無力;使跛腳
lament,n.,哀悼;悲痛之情;悼詞
housekeeper,n.,女管家
carton,n.,紙板箱;紙盒
pledge,n.,保證;抵押;誓言
date,v.,約會
alliance,n.,結盟;聯盟
circuit,n.,一圈;巡迴;巡迴路線;環道;電路
kindle,v.,照亮;煽動;點燃
neighbor,n.,鄰居
foe,n.,反對者;敵人
grumble,v.,咕噥;發牢騷;發轟隆聲
rainy,adj.,下雨的;多雨的
tender,adj.,溫柔的
beep,n.,嗶嗶的聲音
piece,n.,件;片
grape,n.,葡萄
snap,v.,用快照拍攝;突然折斷
chimpanzee,n.,黑猩猩
program,n.,節目
no,adv.,不
wholesale,v.,以批發方式
neutral,adj.,中立國的;中立的;空檔的
index,n.,指示符號;標誌;索引
injustice,n.,不公正;非正義
hunt,v.,追獵
book,v.,登記;預約;預訂;預雇
affair,n.,事件;喜慶活動;風流韻事
committee,n.,委員會
passage,n.,"走廊,過道;通行"
disadvantage,v.,使處於不利地位
increasingly,adv.,漸增地
camel,n.,駱駝
tempt,v.,引誘;誘惑
habitat,n.,棲地
chili,n.,紅番椒
bandage,v.,用繃帶包紮
memorize,v.,背熟;記住
breathe,v.,呼吸
dust,v.,"撣去,擦去"
rise,v.,升起;起身
at,prep.,在
sail,n.,"帆,篷;帆狀物;船隻"
legendary,adj.,傳奇的;傳說的
assignment,n.,(分派的)任務;(課外)作業;工作
underestimate,n.,估計不足;低估
hover,n.,徘徊;盤旋
overlap,n.,重疊
deadline,n.,最後限期
stutter,v.,結結巴巴地說話
jury,n.,陪審團
tart,n.,水果蛋糕;水果餡餅
swamp,n.,困境;沼澤;沼澤地
country,n.,國家;鄉下
cover,v.,蓋住
epidemic,adj.,傳染的;極為流行的;流行性的
discomfort,v.,使不安;使不舒服
sprain,v.,扭;扭傷
gene,n.,"基因;基因,遺傳因子"
pace,v.,踱步於
afraid,adj.,害怕
sermon,n.,佈道;說教
attitude,n.,態度
chapter,n.,"(人生、歷史的)階段;(書籍的)章;(書籍的)章,回"
quack,v.,(鴨)呱呱叫
error,n.,錯誤
broadcast,v.,廣播
plain,n.,平原
playground,n.,遊樂場;運動場
administrative,adj.,管理的;行政的
saw,v.,鋸;鋸開
deal,n.,交易
escort,v.,為...護航;護送;陪同
judge,n.,法官
honorary,adj.,(學位等)名譽上的;名譽職位的
orderly,adj.,整齊的;有條理的
hold,v.,拿著
adolescence,n.,青春期
castle,n.,城堡
involve,v.,"使捲入,連累;牽涉"
glassware,n.,玻璃器皿
yarn,v.,講故事;長談
stationary,adj.,不動的;定居的
chuckle,n.,咯咯聲;輕笑聲
provincial,n.,地方居民;鄉下人
prescription,n.,指示;法規;處方;處方(箋)
mock,adj.,假的;假裝的;模擬的
ticket,v.,加標籤於;開違規罰單
premature,adj.,早產的;草率的;過早的
profession,n.,職業同行
root,v.,使生根;使紮根
cocktail,n.,雞尾酒
assault,n.,抨擊;攻擊;施暴;暴行
prosecution,n.,告發;起訴
chief,n.,長官;首領
sportsmanship,n.,"運動員精神,運動道德"
closet,n.,壁櫥;衣櫥
grace,v.,使優美
differ,v.,"不同,相異"
worth,n.,價值
chest,n.,"箱子,盒子;胸;胸膛"
scare,n.,驚嚇;驚恐
fantasy,n.,幻想;空想
wire,n.,金屬線
mobile,adj.,流動的;移動式的
rehearse,v.,"排演;排練;排練,排演"
determine,v.,決定
behind,adv.,向背後;在背後;落後;遲
diplomacy,n.,外交;外交手腕
worth,prep.,值得(做...)
attachment,n.,安裝;扣押;扣押令;連接;附件;附屬物;附著
injection,n.,注入;注射
trek,v.,艱苦跋涉或移居
distress,n.,危難;悲痛;苦惱
inquire,v.,打聽;查問;訊問;詢問;調查
patriotic,adj.,愛國的
opponent,n.,"對手;敵手;敵手,反對者"
tailor,n.,裁縫師
region,n.,"地區,地帶"
whirl,n.,旋轉;迴旋
zeal,n.,熱心;熱誠
institution,n.,機構
perfect,adj.,完美的
furious,adj.,狂怒的
rear,adj.,"後面的,背後的"
woe,n.,悲哀;災難;禍害
fluid,n.,流質;流體;液體
so,conj.,因此
stick,v.,刺;堅持;戮;插牢;釘住;黏貼
tend,v.,照料;走向;趨向
ravage,n.,"劫掠;毀滅;災害,災難;蹂躪"
assembly,n.,集合;集會
pocket,n.,口袋
absorb,v.,"吸收(液體,氣體,光,聲等)"
democrat,n.,民主主義者
distant,adj.,遠離的
past,adj.,過去的
hood,v.,加罩於;罩上兜帽(或風帽)
overlap,v.,與...部分重疊
examination,n.,"檢查,調查"
resignation,n.,放棄;辭職
pedestrian,n.,步行者;行人
check-out,n.,下班離開;付款退租;檢查;調查
building,n.,建築物
bid,v.,(拍賣中)喊價;吩咐
sincere,adj.,誠懇的
eight,adj.,八的
x-ray,adj.,X光線的
swap,n.,交換;交換的東西
aboard,prep.,"上(船,飛機,車);在(船,飛機,車)上"
formula,n.,"公式;配方,處方"
propaganda,n.,宣傳
liar,n.,說謊的人;騙子
diplomat,n.,外交官
court,v.,向...獻殷勤;引誘;求婚;追求
retail,adj.,零售的
labor,v.,努力;勞動
personality,n.,"人格,品格"
stand,n.,"停止,站立； 立場;態度;攤子"
astronomy,n.,天文學
resume,n.,(個人)簡歷;履歷;摘要
superior,n.,上司;長官
final,adj.,最終的
collapse,v.,倒塌
ebb,v.,衰退;退潮
gather,v.,集合
equivalent,n.,相等物;等價物
AI,n.,人工智慧 (artificial intelligence)
skinny,adj.,很瘦的
fix,v.,修理
just,adj.,公平的;應得的;正直的;正確的
dandruff,n.,頭皮屑
accord,n.,一致;協定;意向;符合
tax,n.,稅;稅金
vend,v.,出售;販賣
eclipse,v.,使失色;使黯然失色;投下陰影;蝕;遮蔽
collector,n.,收藏家;收集者
privilege,n.,優特;特權
silver,n.,銀
professional,adj.,職業性的
destined,adj.,(場所)預定的;命中注定的
conceive,v.,懷(胎);懷孕;抱有(想法、意見)等;構想;構想出;設想;認為
solo,adv.,單獨地
track,v.,沿著(道路)走;跟蹤
ladder,n.,梯子
necessity,n.,必需品
temperament,n.,性情;氣質
serving,n.,(食物、飲料等)一份;侍候;服務
imprisonment,n.,監禁;限止
cordial,adj.,熱忱的;熱誠的;衷心的;誠摯的
unity,n.,一貫性;整體
mash,n.,混合飼料;糊狀物
write,v.,寫
essence,n.,本質;精油;精華;要素
habit,n.,習慣
breakfast,v.,吃早餐;為...供應早餐
accounting,n.,會計;會計學
home,adv.,到家;回家;在家
apology,n.,道歉
statistic,n.,統計數值;統計量
ban,v.,取締;禁止
privilege,v.,給予...特權
flee,v.,逃跑;逃避;逃離
frequency,n.,"頻率,次數"
cosmetic,adj.,化妝用的;表面的;裝飾性的
quantity,n.,量
wary,adj.,小心翼翼的;謹防的
mammal,n.,哺乳動物
corpse,n.,屍體;殘骸
reflective,adj.,反射的;反映的;沈思的
unemployment,n.,失業;失業狀態
common,n.,"公共用地,公有地"
terminal,n.,接頭;末端;終端機;終點
joke,n.,笑話
saint,n.,聖徒;道德崇高的人
utilize,v.,利用
room,n.,房間
left,n.,"左,左邊;激進分子們"
appropriate,adj.,"適當的,恰當的"
astonishment,n.,驚愕;驚訝
pepper,v.,使佈滿;加胡椒粉於;嚴懲
rank,n.,"地位,身分;等級"
juicy,adj.,多汁的
measure,v.,計量
feeling,n.,感覺
take,v.,帶;拿;採用
fuse,n.,保險絲;引信
peel,n.,"(對蝦等的)殼;(水果,蔬菜等的)皮"
great,n.,"偉人們,大人物們"
picnic,v.,"去野餐,參加野餐;在戶外用餐"
swamp,v.,使陷入困境;使陷入沼澤;淹沒
correspondence,n.,(總稱)信件;一致;相對應;通信
heavy,adj.,重的
lick,v.,舔
snack,n.,點心
fertile,adj.,"(土地)肥沃的,富饒的;受精的;多產的;肥沃的"
scenic,adj.,景色秀麗的;風景的
boast,v.,吹牛;誇耀
legislative,adj.,有立法權的;立法的
structure,n.,建築物;構造;結構
mend,v.,"修理,修補"
accelerate,v.,加快;加速;增長
bankrupt,adj.,已完全失敗的;破產的
plane,n.,飛機
no,n.,不;反對票;拒絕;沒有
odor,n.,氣味
tremendous,adj.,"巨大的;極度的,驚人的"
fearful,adj.,可怕的;害怕的
imprison,v.,束縛;監禁
supervision,n.,監督;管理
inflation,n.,充氣;自滿;通貨膨脹
undoubtedly,adv.,毫無疑問地;肯定地
ax,n.,斧
recipient,n.,接受者
sponge,n.,海綿;海綿狀物
furniture,n.,傢俱
intonation,n.,抑揚之聲;語調
functional,adj.,實用的;機能的
ruin,n.,傾家蕩產;崩潰;廢墟;毀滅
sausage,n.,"香腸,臘腸"
snake,n.,蛇
Mandarin,n.,中國的官話(北京話)
dispense,v.,分配;執行;配(藥)
gradual,adj.,"逐漸的,逐步的"
pedal,n.,腳蹬;踏板
gap,n.,"裂口,缺口"
shun,v.,躲開;迴避
mass,n.,團;塊
cheer,n.,喝采;鼓勵
intruder,n.,侵入者;闖入者
fabric,n.,布料;織品
unpack,v.,打開包裹(或行李等)
cavalry,n.,騎兵;騎兵部隊
blunder,v.,出漏子;犯大錯
barefoot,adj.,赤腳的
fifty,adj.,五十的
singular,n.,單數
humanitarian,n.,人道主義者;慈善家
upwards,adv.,"向上地,朝上"
reputation,n.,"名譽,名聲"
biology,n.,生物學
monarch,n.,君主
implication,n.,含意;暗示;言外之意
mountain,n.,山
chase,n.,追擊;追逐
blond,adj.,白膚金髮碧眼的
streak,n.,光線;斑紋;條紋
